Date,Open,High,Low,Close,Adj Close,Volume
2000-10-03,93.50499725341797,93.50499725341797,93.50499725341797,93.50499725341797,93.50499725341797,50
2000-10-04,93.50499725341797,93.50499725341797,93.50499725341797,93.50499725341797,93.50499725341797,50
2000-10-05,93.50499725341797,93.50499725341797,93.50499725341797,93.50499725341797,93.50499725341797,20
2000-10-06,93.5,93.5,93.5,93.5,93.5,20
2000-10-09,93.5,93.5,93.5,93.50499725341797,93.50499725341797,20
2000-10-10,93.5,93.5,93.5,93.50499725341797,93.50499725341797,20
2000-10-11,93.5,93.5,93.5,93.50499725341797,93.50499725341797,20
2000-10-12,93.5,93.5,93.5,93.5,93.5,20
2000-10-16,93.5,93.5,93.5,93.5,93.5,20
2000-10-17,93.5,93.5,93.5,93.5,93.5,20
2000-10-18,93.5,93.5,93.5,93.5,93.5,20
2000-10-19,93.5,93.5,93.5,93.5,93.5,20
2000-10-20,93.5,93.5,93.5,93.5,93.5,20
2000-10-23,93.5,93.5,93.5,93.5,93.5,20
2000-10-24,93.5,93.5,93.5,93.5,93.5,20
2000-10-25,93.5,93.5,93.5,93.49500274658203,93.49500274658203,20
2000-10-26,93.5,93.5,93.5,93.49500274658203,93.49500274658203,20
2000-10-27,93.5,93.5,93.5,93.49500274658203,93.49500274658203,20
2000-10-30,93.5,93.5,93.5,93.49500274658203,93.49500274658203,15
2000-11-01,93.48999786376953,93.48999786376953,93.48999786376953,93.48999786376953,93.48999786376953,15
2000-11-02,93.48999786376953,93.48999786376953,93.48999786376953,93.48999786376953,93.48999786376953,15
2000-11-03,93.48999786376953,93.48999786376953,93.48999786376953,93.48999786376953,93.48999786376953,15
2000-11-06,93.48999786376953,93.48999786376953,93.48999786376953,93.48999786376953,93.48999786376953,15
2000-11-07,93.48999786376953,93.48999786376953,93.48999786376953,93.48999786376953,93.48999786376953,15
2000-11-08,93.48999786376953,93.48999786376953,93.48999786376953,93.48500061035156,93.48500061035156,15
2000-11-09,93.48999786376953,93.48999786376953,93.48999786376953,93.48500061035156,93.48500061035156,15
2000-11-13,93.48999786376953,93.48999786376953,93.48999786376953,93.48500061035156,93.48500061035156,15
2000-11-14,93.48999786376953,93.48999786376953,93.48999786376953,93.48500061035156,93.48500061035156,150
2000-11-15,93.48500061035156,93.48500061035156,93.48500061035156,93.48500061035156,93.48500061035156,110
2000-11-16,93.48500061035156,93.48500061035156,93.48500061035156,93.48500061035156,93.48500061035156,110
2000-11-17,93.48500061035156,93.48500061035156,93.48500061035156,93.4800033569336,93.4800033569336,110
2000-11-20,93.48500061035156,93.48500061035156,93.48500061035156,93.4800033569336,93.4800033569336,110
2000-11-21,93.48500061035156,60.7140007019043,60.7140007019043,93.4800033569336,93.4800033569336,110
2000-11-22,93.48500061035156,60.7140007019043,60.7140007019043,93.4800033569336,93.4800033569336,110
2000-11-24,93.48500061035156,60.7140007019043,60.7140007019043,93.4800033569336,93.4800033569336,110
2000-11-27,93.48500061035156,60.7140007019043,60.7140007019043,93.4800033569336,93.4800033569336,110
2000-11-28,93.48500061035156,60.7140007019043,60.7140007019043,93.4800033569336,93.4800033569336,110
2000-11-30,93.48500061035156,60.71900177001953,60.71900177001953,93.48500061035156,93.48500061035156,121
2000-12-01,93.53500366210938,93.53500366210938,60.763999938964844,93.52999877929688,93.52999877929688,92
2000-12-04,93.53500366210938,93.53500366210938,60.763999938964844,93.52999877929688,93.52999877929688,92
2000-12-05,93.53500366210938,93.53500366210938,60.763999938964844,93.52999877929688,93.52999877929688,92
2000-12-06,93.53500366210938,60.763999938964844,60.763999938964844,93.52999877929688,93.52999877929688,25
2000-12-07,93.54000091552734,93.54000091552734,93.54000091552734,93.54000091552734,93.54000091552734,25
2000-12-08,93.54000091552734,93.54000091552734,93.54000091552734,93.54000091552734,93.54000091552734,25
2000-12-11,93.54000091552734,93.54000091552734,93.54000091552734,93.54000091552734,93.54000091552734,25
2000-12-12,93.54000091552734,60.763999938964844,60.763999938964844,93.52999877929688,93.52999877929688,25
2000-12-13,93.54000091552734,60.763999938964844,60.763999938964844,93.52999877929688,93.52999877929688,50
2000-12-14,93.52999877929688,93.54000091552734,93.52999877929688,93.52999877929688,93.52999877929688,100
2000-12-15,93.54000091552734,93.54000091552734,93.54000091552734,93.54000091552734,93.54000091552734,1180
2000-12-18,93.54000091552734,93.54499816894531,93.54000091552734,93.54499816894531,93.54499816894531,337
2000-12-19,93.5250015258789,93.52999877929688,93.5199966430664,93.52999877929688,93.52999877929688,337
2000-12-20,93.5250015258789,93.52999877929688,93.5199966430664,93.5199966430664,93.5199966430664,3
2000-12-21,93.52999877929688,93.52999877929688,93.52999877929688,93.52999877929688,93.52999877929688,3
2000-12-22,93.52999877929688,93.52999877929688,93.52999877929688,93.52999877929688,93.52999877929688,1045
2000-12-26,93.5199966430664,93.5199966430664,93.49500274658203,93.5,93.5,1045
2000-12-28,93.5199966430664,60.7140007019043,60.7140007019043,93.4800033569336,93.4800033569336,125
2000-12-29,93.5,93.5,93.5,93.5,93.5,21
2001-01-02,93.55999755859375,93.55999755859375,93.52999877929688,93.55000305175781,93.55000305175781,21
2001-01-03,93.55999755859375,60.86899948120117,60.86899948120117,93.63500213623047,93.63500213623047,1130
2001-01-04,93.98500061035156,93.98999786376953,93.98500061035156,93.98999786376953,93.98999786376953,279
2001-01-05,94.04000091552734,94.04000091552734,93.98999786376953,94.02999877929688,94.02999877929688,250
2001-01-08,94.05000305175781,94.05000305175781,94.05000305175781,94.05000305175781,94.05000305175781,150
2001-01-09,94.05000305175781,94.05000305175781,94.05000305175781,94.05000305175781,94.05000305175781,150
2001-01-10,94.05000305175781,94.05000305175781,94.05000305175781,94.05500030517578,94.05500030517578,150
2001-01-11,94.04499816894531,94.05000305175781,94.04499816894531,94.04499816894531,94.04499816894531,272
2001-01-12,94.05000305175781,94.05000305175781,94.05000305175781,94.05000305175781,94.05000305175781,272
2001-01-16,94.05000305175781,94.05000305175781,94.02999877929688,94.05000305175781,94.05000305175781,272
2001-01-17,94.05000305175781,94.05000305175781,94.02999877929688,94.02999877929688,94.02999877929688,272
2001-01-18,94.05000305175781,61.263999938964844,61.263999938964844,94.02999877929688,94.02999877929688,272
2001-01-19,94.05000305175781,61.29399871826172,61.29399871826172,94.05999755859375,94.05999755859375,1
2001-01-22,94.01499938964844,94.01499938964844,94.01499938964844,94.01499938964844,94.01499938964844,1
2001-01-23,94.04000091552734,94.04000091552734,94.03500366210938,94.04000091552734,94.04000091552734,19
2001-01-24,94.01499938964844,94.0250015258789,94.01499938964844,94.01499938964844,94.01499938964844,19
2001-01-25,94.01499938964844,94.01499938964844,94.01499938964844,94.02999877929688,94.02999877929688,108
2001-01-26,94.0250015258789,94.0250015258789,94.0250015258789,94.0250015258789,94.0250015258789,19
2001-01-29,94.0199966430664,94.0199966430664,94.0199966430664,94.0199966430664,94.0199966430664,400
2001-01-30,94.0199966430664,94.0199966430664,94.0199966430664,94.0199966430664,94.0199966430664,1262
2001-02-01,94.55000305175781,94.55500030517578,94.5250015258789,94.54000091552734,94.54000091552734,130
2001-02-02,94.54000091552734,94.54499816894531,94.52999877929688,94.52999877929688,94.52999877929688,130
2001-02-05,94.54000091552734,94.54499816894531,94.52999877929688,94.52999877929688,94.52999877929688,305
2001-02-06,94.5199966430664,94.5199966430664,94.5199966430664,94.5199966430664,94.5199966430664,1
2001-02-07,94.5250015258789,94.5250015258789,94.5250015258789,94.5250015258789,94.5250015258789,201
2001-02-08,94.51499938964844,94.5199966430664,94.51499938964844,94.5199966430664,94.5199966430664,10
2001-02-09,94.52999877929688,94.52999877929688,94.52999877929688,94.52999877929688,94.52999877929688,71
2001-02-12,94.52999877929688,94.52999877929688,94.52999877929688,94.52999877929688,94.52999877929688,525
2001-02-13,94.5250015258789,94.5250015258789,94.5250015258789,94.5250015258789,94.5250015258789,195
2001-02-14,94.5199966430664,94.5199966430664,94.5199966430664,94.5199966430664,94.5199966430664,195
2001-02-15,94.5199966430664,94.5199966430664,94.5199966430664,94.5199966430664,94.5199966430664,71
2001-02-16,94.5199966430664,94.5199966430664,94.5199966430664,94.5199966430664,94.5199966430664,49
2001-02-20,94.51499938964844,94.51499938964844,94.51499938964844,94.51499938964844,94.51499938964844,1
2001-02-21,94.51000213623047,94.51000213623047,94.51000213623047,94.51000213623047,94.51000213623047,1
2001-02-22,94.51000213623047,94.51000213623047,94.51000213623047,94.51499938964844,94.51499938964844,217
2001-02-23,94.5199966430664,94.5199966430664,94.5199966430664,94.5199966430664,94.5199966430664,5
2001-02-26,94.5199966430664,94.5199966430664,94.5199966430664,94.5199966430664,94.5199966430664,5
2001-02-27,94.5199966430664,94.5199966430664,94.5199966430664,94.5199966430664,94.5199966430664,5
2001-02-28,94.5199966430664,61.749000549316406,61.749000549316406,94.51499938964844,94.51499938964844,254
2001-03-01,94.73999786376953,94.73999786376953,94.70999908447266,94.73500061035156,94.73500061035156,143
2001-03-02,94.70999908447266,94.72000122070312,94.70999908447266,94.70999908447266,94.70999908447266,23
2001-03-06,94.72000122070312,94.7249984741211,94.71499633789062,94.70500183105469,94.70500183105469,32
2001-03-07,94.69499969482422,94.69499969482422,94.69499969482422,94.69499969482422,94.69499969482422,61
2001-03-08,94.69499969482422,94.69499969482422,94.69499969482422,94.69499969482422,94.69499969482422,110
2001-03-09,94.69999694824219,94.69999694824219,94.69999694824219,94.69999694824219,94.69999694824219,110
2001-03-12,94.69999694824219,94.72000122070312,94.69999694824219,94.69999694824219,94.69999694824219,100
2001-03-13,94.70999908447266,94.70999908447266,94.70999908447266,94.70999908447266,94.70999908447266,140
2001-03-14,94.70999908447266,94.73999786376953,94.70999908447266,94.73999786376953,94.73999786376953,105
2001-03-15,94.73999786376953,94.73999786376953,94.73500061035156,94.73999786376953,94.73999786376953,195
2001-03-16,94.75,94.75,94.74500274658203,94.74500274658203,94.74500274658203,7
2001-03-19,94.73500061035156,94.73500061035156,94.73500061035156,94.73500061035156,94.73500061035156,810
2001-03-20,94.73500061035156,95.73500061035156,94.71499633789062,94.71499633789062,94.71499633789062,201
2001-03-21,94.72000122070312,94.72000122070312,94.71499633789062,94.71499633789062,94.71499633789062,122
2001-03-22,94.70999908447266,94.71499633789062,94.70999908447266,94.71499633789062,94.71499633789062,35
2001-03-23,94.70999908447266,94.70999908447266,94.70999908447266,94.70999908447266,94.70999908447266,35
2001-03-26,94.70999908447266,94.70999908447266,94.69999694824219,94.70999908447266,94.70999908447266,110
2001-03-27,94.69999694824219,94.69999694824219,94.69999694824219,94.69999694824219,94.69999694824219,110
2001-03-28,94.69999694824219,94.69999694824219,94.69999694824219,94.69999694824219,94.69999694824219,250
2001-03-29,94.69499969482422,94.69499969482422,94.68499755859375,94.69499969482422,94.69499969482422,5
2001-04-02,95.06999969482422,95.06999969482422,95.06999969482422,95.07499694824219,95.07499694824219,1058
2001-04-04,95.1050033569336,95.13999938964844,95.08999633789062,95.13999938964844,95.13999938964844,495
2001-04-05,95.125,95.125,95.09500122070312,95.0999984741211,95.0999984741211,495
2001-04-06,95.08999633789062,95.1050033569336,95.08999633789062,95.08999633789062,95.08999633789062,142
2001-04-09,95.1050033569336,95.1050033569336,95.08000183105469,95.0999984741211,95.0999984741211,183
2001-04-10,95.08000183105469,95.08000183105469,95.03500366210938,95.03500366210938,95.03500366210938,183
2001-04-11,95.03500366210938,95.04000091552734,95.0250015258789,95.0250015258789,95.0250015258789,372
2001-04-12,95.00499725341797,95.01499938964844,95.00499725341797,95.00499725341797,95.00499725341797,100
2001-04-16,95.00499725341797,95.00499725341797,95.00499725341797,95.0250015258789,95.0250015258789,1180
2001-04-17,95.01499938964844,95.0199966430664,95.01000213623047,95.01499938964844,95.01499938964844,100
2001-04-18,95.17500305175781,95.17500305175781,95.17500305175781,95.17500305175781,95.17500305175781,915
2001-04-19,95.18000030517578,95.18499755859375,95.18000030517578,95.18499755859375,95.18499755859375,915
2001-04-20,95.19000244140625,95.19000244140625,95.18499755859375,95.19000244140625,95.19000244140625,765
2001-04-23,95.19000244140625,95.20500183105469,95.18499755859375,95.19000244140625,95.19000244140625,765
2001-04-24,95.19000244140625,95.20500183105469,95.18499755859375,95.20500183105469,95.20500183105469,748
2001-04-25,95.21499633789062,95.21499633789062,95.21499633789062,95.21499633789062,95.21499633789062,200
2001-04-26,95.21499633789062,95.21499633789062,95.20999908447266,95.21499633789062,95.21499633789062,200
2001-04-27,95.21499633789062,95.21499633789062,95.21499633789062,95.20999908447266,95.20999908447266,100
2001-04-30,95.19999694824219,95.19999694824219,95.19999694824219,95.19999694824219,95.19999694824219,90
2001-05-01,95.66000366210938,95.67500305175781,95.66000366210938,95.66000366210938,95.66000366210938,90
2001-05-02,95.69000244140625,95.69000244140625,95.69000244140625,95.69000244140625,95.69000244140625,500
2001-05-03,95.69499969482422,95.69499969482422,95.69499969482422,95.69499969482422,95.69499969482422,480
2001-05-04,95.75,95.75,95.73999786376953,95.75,95.75,106
2001-05-07,95.75,95.75,95.73999786376953,95.74500274658203,95.74500274658203,690
2001-05-08,95.74500274658203,95.75499725341797,95.73999786376953,95.75499725341797,95.75499725341797,257
2001-05-09,95.75,95.76000213623047,95.75,95.76000213623047,95.76000213623047,257
2001-05-10,95.76000213623047,95.76000213623047,95.73999786376953,95.76000213623047,95.76000213623047,570
2001-05-11,95.73999786376953,95.73999786376953,95.70999908447266,95.7300033569336,95.7300033569336,120
2001-05-14,95.70999908447266,95.73999786376953,95.70999908447266,95.73999786376953,95.73999786376953,800
2001-05-15,95.74500274658203,95.77999877929688,95.74500274658203,95.77999877929688,95.77999877929688,1353
2001-05-16,95.7750015258789,95.78500366210938,95.7750015258789,95.78500366210938,95.78500366210938,1
2001-05-17,95.77999877929688,95.77999877929688,95.77999877929688,95.77999877929688,95.77999877929688,1450
2001-05-18,95.78500366210938,95.78500366210938,95.78500366210938,95.78500366210938,95.78500366210938,1450
2001-05-21,95.78500366210938,95.78500366210938,95.78500366210938,95.78500366210938,95.78500366210938,1450
2001-05-22,95.78500366210938,95.78500366210938,95.78500366210938,95.78500366210938,95.78500366210938,12
2001-05-23,95.78500366210938,95.79000091552734,95.78500366210938,95.79000091552734,95.79000091552734,12
2001-05-24,95.78500366210938,95.79000091552734,95.78500366210938,95.79000091552734,95.79000091552734,47
2001-05-25,95.79499816894531,95.79499816894531,95.79499816894531,95.79499816894531,95.79499816894531,47
2001-05-29,95.79499816894531,95.79499816894531,95.79499816894531,95.79499816894531,95.79499816894531,47
2001-05-30,95.79499816894531,95.79499816894531,95.79499816894531,95.79000091552734,95.79000091552734,47
2001-05-31,95.79000091552734,95.79000091552734,95.79000091552734,95.79000091552734,95.79000091552734,320
2001-06-01,96.02999877929688,96.02999877929688,96.0199966430664,96.0250015258789,96.0250015258789,14
2001-06-04,96.0199966430664,96.0199966430664,96.01499938964844,96.0199966430664,96.0199966430664,4
2001-06-05,96.01000213623047,96.01000213623047,96.01000213623047,96.01000213623047,96.01000213623047,4
2001-06-06,96.01000213623047,96.01000213623047,96.01000213623047,96.01499938964844,96.01499938964844,1
2001-06-07,96.01499938964844,96.01499938964844,96.01499938964844,96.01499938964844,96.01499938964844,1
2001-06-08,96.01499938964844,96.01499938964844,96.01499938964844,96.01499938964844,96.01499938964844,2240
2001-06-11,96.01499938964844,96.01499938964844,96.00499725341797,96.01499938964844,96.01499938964844,1101
2001-06-12,96.0250015258789,96.0250015258789,96.0199966430664,96.0250015258789,96.0250015258789,975
2001-06-13,96.0199966430664,96.0250015258789,96.0199966430664,96.0250015258789,96.0250015258789,2676
2001-06-14,96.01499938964844,96.0250015258789,96.01499938964844,96.01499938964844,96.01499938964844,345
2001-06-15,96.0199966430664,96.0199966430664,96.0199966430664,96.0199966430664,96.0199966430664,345
2001-06-18,96.0199966430664,96.0199966430664,96.0199966430664,96.0199966430664,96.0199966430664,255
2001-06-19,96.0250015258789,96.02999877929688,96.0250015258789,96.02999877929688,96.02999877929688,255
2001-06-20,96.03500366210938,96.04000091552734,96.03500366210938,96.03500366210938,96.03500366210938,114
2001-06-21,96.38500213623047,96.38999938964844,96.375,96.375,96.375,114
2001-06-22,96.38500213623047,96.38999938964844,96.375,96.36000061035156,96.36000061035156,5
2001-06-25,96.37999725341797,96.37999725341797,96.37999725341797,96.37999725341797,96.37999725341797,200
2001-06-26,96.37999725341797,96.38999938964844,96.37000274658203,96.38999938964844,96.38999938964844,2155
2001-06-27,96.36000061035156,96.37000274658203,96.25499725341797,96.26499938964844,96.26499938964844,1973
2001-06-28,96.26000213623047,96.26000213623047,96.25499725341797,96.26000213623047,96.26000213623047,285
2001-06-29,96.25,96.25,96.25,96.25,96.25,285
2001-07-02,96.25,96.25,96.24500274658203,96.25,96.25,90
2001-07-03,96.24500274658203,96.24500274658203,96.24500274658203,96.24500274658203,96.24500274658203,90
2001-07-05,96.24500274658203,96.24500274658203,96.24500274658203,96.24500274658203,96.24500274658203,1001
2001-07-06,96.25,96.25,96.25,96.25,96.25,1001
2001-07-09,96.25,96.25,96.25,96.25,96.25,75
2001-07-10,96.26000213623047,96.26000213623047,96.26000213623047,96.26000213623047,96.26000213623047,75
2001-07-11,96.26499938964844,96.2699966430664,96.26499938964844,96.26499938964844,96.26499938964844,75
2001-07-12,96.26499938964844,96.26499938964844,96.26499938964844,96.2699966430664,96.2699966430664,75
2001-07-13,96.2699966430664,96.2699966430664,96.2699966430664,96.2699966430664,96.2699966430664,20
2001-07-16,96.26499938964844,96.26499938964844,96.26499938964844,96.26499938964844,96.26499938964844,50
2001-07-17,96.2699966430664,96.2699966430664,96.2699966430664,96.2699966430664,96.2699966430664,50
2001-07-18,96.2699966430664,96.2699966430664,96.2699966430664,96.26499938964844,96.26499938964844,7
2001-07-19,96.26499938964844,96.26499938964844,96.26499938964844,96.26499938964844,96.26499938964844,7
2001-07-20,96.26499938964844,96.26499938964844,96.26499938964844,96.26499938964844,96.26499938964844,500
2001-07-23,96.26000213623047,96.26000213623047,96.25499725341797,96.26000213623047,96.26000213623047,500
2001-07-24,96.26000213623047,96.26000213623047,96.26000213623047,96.25499725341797,96.25499725341797,500
2001-07-25,96.25,96.25,96.25,96.25,96.25,351
2001-07-26,96.24500274658203,96.24500274658203,96.23500061035156,96.23500061035156,96.23500061035156,351
2001-07-27,96.24500274658203,96.24500274658203,96.23500061035156,96.23500061035156,96.23500061035156,416
2001-07-30,96.23999786376953,96.23999786376953,96.2300033569336,96.2300033569336,96.2300033569336,416
2001-07-31,96.23999786376953,96.23999786376953,96.2300033569336,96.23500061035156,96.23500061035156,300
2001-08-01,96.36499786376953,96.36499786376953,96.36000061035156,96.36499786376953,96.36499786376953,85
2001-08-02,96.3550033569336,96.3550033569336,96.3550033569336,96.3550033569336,96.3550033569336,100
2001-08-03,96.34500122070312,96.34500122070312,96.34500122070312,96.34500122070312,96.34500122070312,100
2001-08-06,96.34500122070312,96.34500122070312,96.34500122070312,96.34500122070312,96.34500122070312,100
2001-08-07,96.34500122070312,96.34500122070312,96.34500122070312,96.34500122070312,96.34500122070312,100
2001-08-08,96.34500122070312,96.34500122070312,96.34500122070312,96.34500122070312,96.34500122070312,100
2001-08-09,96.3550033569336,96.3550033569336,96.3550033569336,96.3550033569336,96.3550033569336,30
2001-08-10,96.36000061035156,96.36000061035156,96.36000061035156,96.36000061035156,96.36000061035156,30
2001-08-13,96.36000061035156,96.36000061035156,96.36000061035156,96.36000061035156,96.36000061035156,10
2001-08-14,96.36000061035156,96.36000061035156,96.36000061035156,96.36000061035156,96.36000061035156,10
2001-08-15,96.36000061035156,96.36000061035156,96.36000061035156,96.36499786376953,96.36499786376953,10
2001-08-16,96.3550033569336,96.3550033569336,96.3550033569336,96.3550033569336,96.3550033569336,100
2001-08-17,96.3550033569336,96.3550033569336,96.3550033569336,96.3550033569336,96.3550033569336,100
2001-08-20,96.36499786376953,96.36499786376953,96.36499786376953,96.36499786376953,96.36499786376953,50
2001-08-21,96.36499786376953,96.36499786376953,96.36000061035156,96.36499786376953,96.36499786376953,44
2001-08-22,96.3550033569336,96.3550033569336,96.3550033569336,96.3550033569336,96.3550033569336,3
2001-08-23,96.3550033569336,96.3550033569336,96.3550033569336,96.3550033569336,96.3550033569336,1
2001-08-24,96.3550033569336,96.3550033569336,96.3550033569336,96.3550033569336,96.3550033569336,1
2001-08-27,96.3550033569336,96.3550033569336,96.3550033569336,96.3550033569336,96.3550033569336,1
2001-08-28,96.3550033569336,96.3550033569336,96.3550033569336,96.3550033569336,96.3550033569336,1
2001-08-29,96.3550033569336,96.3550033569336,96.3550033569336,96.3550033569336,96.3550033569336,1
2001-08-30,96.3550033569336,96.3550033569336,96.3550033569336,96.3550033569336,96.3550033569336,456
2001-08-31,96.3499984741211,96.3499984741211,96.3499984741211,96.3499984741211,96.3499984741211,368
2001-09-04,96.5,96.5,96.48999786376953,96.5,96.5,100
2001-09-05,96.48999786376953,96.48999786376953,96.48500061035156,96.48999786376953,96.48999786376953,269
2001-09-06,96.48500061035156,96.5,96.48500061035156,96.48500061035156,96.48500061035156,707
2001-09-07,96.50499725341797,96.54499816894531,96.50499725341797,96.51000213623047,96.51000213623047,707
2001-09-10,96.50499725341797,96.54499816894531,96.50499725341797,96.51000213623047,96.51000213623047,250
2001-09-11,96.5250015258789,96.52999877929688,96.5250015258789,96.5199966430664,96.5199966430664,250
2001-09-12,96.5199966430664,96.5199966430664,96.5199966430664,96.57499694824219,96.57499694824219,255
2001-09-14,96.62999725341797,96.6500015258789,96.62999725341797,96.6500015258789,96.6500015258789,3644
2001-09-17,96.66999816894531,96.69999694824219,96.6500015258789,96.69499969482422,96.69499969482422,700
2001-09-18,96.81500244140625,96.86000061035156,96.81500244140625,96.8550033569336,96.8550033569336,1818
2001-09-19,97.04000091552734,97.19999694824219,97.04000091552734,97.18000030517578,97.18000030517578,1000
2001-09-20,97.19999694824219,97.22000122070312,97.08499908447266,97.19499969482422,97.19499969482422,2478
2001-09-21,97.08499908447266,97.11000061035156,96.98999786376953,97.11000061035156,97.11000061035156,641
2001-09-24,96.95999908447266,96.98999786376953,96.91999816894531,96.95999908447266,96.95999908447266,641
2001-09-25,96.95999908447266,96.98999786376953,96.93000030517578,96.88999938964844,96.88999938964844,250
2001-09-27,96.8949966430664,96.8949966430664,96.8949966430664,96.8949966430664,96.8949966430664,250
2001-09-28,96.8949966430664,96.8949966430664,96.8949966430664,96.8949966430664,96.8949966430664,450
2001-10-01,97.43000030517578,97.43499755859375,97.43000030517578,97.43000030517578,97.43000030517578,161
2001-10-02,97.44499969482422,97.5,97.44499969482422,97.5,97.5,1490
2001-10-03,97.5,97.5199966430664,97.5,97.51499938964844,97.51499938964844,2220
2001-10-04,97.51499938964844,97.54000091552734,97.51499938964844,97.54000091552734,97.54000091552734,583
2001-10-05,97.54000091552734,97.54499816894531,97.53500366210938,97.54000091552734,97.54000091552734,30
2001-10-09,97.52999877929688,97.52999877929688,97.52999877929688,97.52999877929688,97.52999877929688,51
2001-10-10,97.5250015258789,97.5250015258789,97.5250015258789,97.5250015258789,97.5250015258789,27
2001-10-11,97.5199966430664,97.5199966430664,97.5199966430664,97.5199966430664,97.5199966430664,27
2001-10-12,97.5199966430664,97.5199966430664,97.5199966430664,97.5199966430664,97.5199966430664,27
2001-10-15,97.5199966430664,97.5199966430664,97.5199966430664,97.5199966430664,97.5199966430664,27
2001-10-16,97.53500366210938,97.53500366210938,97.53500366210938,97.53500366210938,97.53500366210938,27
2001-10-17,97.53500366210938,97.53500366210938,97.53500366210938,97.53500366210938,97.53500366210938,300
2001-10-18,97.53500366210938,97.53500366210938,97.53500366210938,97.53500366210938,97.53500366210938,300
2001-10-19,97.53500366210938,97.53500366210938,97.53500366210938,97.53500366210938,97.53500366210938,300
2001-10-22,97.53500366210938,97.53500366210938,97.53500366210938,97.53500366210938,97.53500366210938,50
2001-10-23,97.52999877929688,97.52999877929688,97.52999877929688,97.52999877929688,97.52999877929688,50
2001-10-24,97.52999877929688,97.52999877929688,97.52999877929688,97.52999877929688,97.52999877929688,50
2001-10-25,97.52999877929688,97.52999877929688,97.52999877929688,97.52999877929688,97.52999877929688,55
2001-10-26,97.5250015258789,97.5250015258789,97.5250015258789,97.5250015258789,97.5250015258789,55
2001-10-29,97.5250015258789,97.5250015258789,97.5250015258789,97.5250015258789,97.5250015258789,55
2001-10-30,97.5250015258789,97.5250015258789,97.5250015258789,97.5199966430664,97.5199966430664,55
2001-10-31,97.5199966430664,97.5199966430664,97.5199966430664,97.5199966430664,97.5199966430664,570
2001-11-01,97.79000091552734,97.79000091552734,97.77999877929688,97.79000091552734,97.79000091552734,560
2001-11-02,97.79000091552734,97.81500244140625,97.79000091552734,97.81500244140625,97.81500244140625,3107
2001-11-05,97.83000183105469,97.83499908447266,97.82499694824219,97.83499908447266,97.83499908447266,3990
2001-11-06,97.83999633789062,97.91500091552734,97.82499694824219,97.83000183105469,97.83000183105469,2621
2001-11-07,97.91999816894531,97.91999816894531,97.91500091552734,97.91500091552734,97.91500091552734,2621
2001-11-08,97.91999816894531,97.91999816894531,97.91500091552734,97.91500091552734,97.91500091552734,2621
2001-11-09,97.91500091552734,97.91500091552734,97.91500091552734,97.91500091552734,97.91500091552734,2621
2001-11-13,97.91500091552734,97.91500091552734,97.91500091552734,97.91500091552734,97.91500091552734,2621
2001-11-14,97.91000366210938,97.91000366210938,97.91000366210938,97.91000366210938,97.91000366210938,93
2001-11-15,97.8949966430664,97.8949966430664,97.87999725341797,97.8949966430664,97.8949966430664,40
2001-11-16,97.87999725341797,97.87999725341797,97.875,97.87999725341797,97.87999725341797,40
2001-11-19,97.87999725341797,97.87999725341797,97.875,97.875,97.875,40
